Fp1,Fp2,C3,C4,P7,P8,O1,O2,time_board
-5319.759883851992,-187500.02235174447,8658.70817407467,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.7603188
-5378.366157813806,-187500.02235174447,8653.723735061138,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.7652316
-5430.579832861404,-187500.02235174447,8683.00452029759,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.769369
-5336.411933471195,-187500.02235174447,8603.208792592144,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.7734735
-5355.723840680581,-187500.02235174447,8609.243763595077,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.7763195
-5418.219318177619,-187500.02235174447,8693.062805302477,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.7802281
-5391.710149253625,-187500.02235174447,8657.702345574182,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.7843823
-5340.859930617801,-187500.02235174447,8611.613048507339,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.7883651
-5472.332891503917,-187500.02235174447,8545.206015730622,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.793393
-5545.244281917129,-187500.02235174447,8477.591988753318,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.7973914
-5358.786029670958,-187500.02235174447,8671.314557947464,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8013823
-5244.613318993249,-187500.02235174447,8743.644803004838,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8043735
-5325.392523454729,-187500.02235174447,8773.886713252869,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8083987
-5377.025053146488,-187500.02235174447,8711.458290989196,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8123822
-5437.777094576013,-187500.02235174447,8654.483694372619,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.816352
-5395.912277211222,-187500.02235174447,8652.203816438177,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8203478
-5373.024090888988,-187500.02235174447,8664.720793333148,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8254309
-5398.750948757047,-187500.02235174447,8641.94436573319,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.829429
-5448.394173192283,-187500.02235174447,8608.953190917158,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8324177
-5433.619670107326,-187500.02235174447,8573.928007355691,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8364863
-5392.6712742652035,-187500.02235174447,8592.055272108946,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8403
-5357.891959892745,-187500.02235174447,8715.52630848006,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8443997
-5396.806346989435,-187500.02235174447,8683.026872042044,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8483434
-5371.638282732759,-187500.02235174447,8676.678976616739,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8533297
-5326.890090333234,-187500.02235174447,8731.127826109867,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8564007
-5365.446849518639,-187500.02235174447,8677.483639417129,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.860318
-5345.15146555322,-187500.02235174447,8613.222374108122,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8643565
-5419.40396063375,-187500.02235174447,8654.327232161431,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8684068
-5378.768489214002,-187500.02235174447,8704.573953696961,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8723505
-5287.66277881417,-187500.02235174447,8595.117461099322,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8764632
-5438.492350398583,-187500.02235174447,8669.392307924309,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8814497
-5431.585661361893,-187500.02235174447,8684.613845898371,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8853862
-5341.977517840567,-187500.02235174447,8673.885008559824,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8884091
-5339.921157350678,-187500.02235174447,8681.439898185718,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.8924227
-5420.655658323248,-187500.02235174447,8721.158948082799,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.896434
-5425.640097336781,-187500.02235174447,8686.424337199252,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9004288
-5378.544971769449,-187500.02235174447,8704.685712419237,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9044907
-5337.194244527131,-187500.02235174447,8687.743090122114,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9104087
-5392.715977754114,-187500.02235174447,8657.232958940622,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.91343
-5473.98692059361,-187500.02235174447,8631.908432472757,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.917437
-5429.082265982898,-187500.02235174447,8649.074572214433,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9205203
-5301.878488287746,-187500.02235174447,8740.292041336543,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9244528
-5369.1348873537645,-187500.02235174447,8717.135634080843,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.928543
-5421.057989723443,-187500.02235174447,8710.497165977618,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9326935
-5377.025053146488,-187500.02235174447,8693.085157046933,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.937428
-5354.0474598464325,-187500.02235174447,8573.07864106639,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.940476
-5318.172909995665,-187500.02235174447,8658.350546163387,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9434867
-5291.954313749589,-187500.02235174447,8756.318242110998,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9484932
-5403.109538925832,-187500.02235174447,8717.985000370145,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.952447
-5386.8598207068235,-187500.02235174447,8679.160020251276,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9565337
-5463.705118144169,-187500.02235174447,8508.839727501838,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9605553
-5355.992061614044,-187500.02235174447,8691.118203534867,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9655547
-5318.016447784477,-187500.02235174447,8825.049856311067,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9685888
-5352.996927857033,-187500.02235174447,8704.015160085579,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9716952
-5340.144674795231,-187500.02235174447,8628.309801615453,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.976553
-5297.654008585693,-187500.02235174447,8735.106436622911,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9805138
-5403.467166837117,-187500.02235174447,8707.926715365258,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9845688
-5425.9306700147,-187500.02235174447,8650.594490837395,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9886365
-5381.763622971013,-187500.02235174447,8674.197932982199,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9915776
-5402.662504036725,-187500.02235174447,8668.81116256847,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.995565
-5466.208513523164,-187500.02235174447,8655.847150784391,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452332.9995568
-5439.40877192125,-187500.02235174447,8604.706359470649,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.004516
-5352.840465645846,-187500.02235174447,8649.320441403443,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0087936
-5343.273919018975,-187500.02235174447,8773.372623130397,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.01273
-5408.809233761935,-187500.02235174447,8718.476738748162,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0167463
-5409.613896562326,-187500.02235174447,8673.773249837548,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.019896
-5389.139698641265,-187500.02235174447,8585.394452261264,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0237906
-5285.271142157453,-187500.02235174447,8728.87029991988,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.027782
-5460.620577409337,-187500.02235174447,8697.510802449084,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0326827
-5389.0279399189885,-187500.02235174447,8695.141517536822,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0365624
-5332.165102024687,-187500.02235174447,8717.157985825299,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0406685
-5399.376797601795,-187500.02235174447,8639.32921163192,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.044778
-5307.779348823947,-187500.02235174447,8716.77800616956,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0477872
-5336.38958172674,-187500.02235174447,8744.471817549684,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0517883
-5294.725930062048,-187500.02235174447,8738.593308757938,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0558145
-5315.490700661028,-187500.02235174447,8706.518555464572,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0597525
-5431.630364850804,-187500.02235174447,8689.642988400816,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0647984
-5403.444815092661,-187500.02235174447,8657.747049063093,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0686097
-5411.35733262984,-187500.02235174447,8704.372787996863,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.072831
-5375.505134523527,-187500.02235174447,8719.057884104,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.075873
-5427.450588637661,-187500.02235174447,8668.878217801835,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0798428
-5442.068629511432,-187500.02235174447,8674.041470771012,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.08385
-5381.070718892899,-187500.02235174447,8687.340758721919,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.08789
-5305.164194722676,-187500.02235174447,8678.198895239699,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0928473
-5399.510908068527,-187500.02235174447,8690.090023289922,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.0968435
-5463.9286355887225,-187500.02235174447,8680.590531896416,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1006892
-5444.50496965706,-187500.02235174447,8620.441987567185,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1037047
-5353.555721468416,-187500.02235174447,8673.505028904085,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1077037
-5318.396427440218,-187500.02235174447,8749.322146096487,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1117191
-5383.484707294072,-187500.02235174447,8654.483694372619,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1157131
-5337.753038138514,-187500.02235174447,8799.725329843204,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.119975
-5348.124247565776,-187500.02235174447,8746.505826295117,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.124844
-5336.6130991712935,-187500.02235174447,8680.881104574335,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1279829
-5428.702286327158,-187500.02235174447,8671.783944581026,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1318676
-5371.459468777117,-187500.02235174447,8731.731323210159,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1358104
-5386.9715794291,-187500.02235174447,8697.935485593734,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.14
-5398.169803401209,-187500.02235174447,8679.71881386266,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1438577
-5394.951152199645,-187500.02235174447,8715.794529413526,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1488888
-5376.600370001837,-187500.02235174447,8738.056866891011,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1528816
-5310.930944792145,-187500.02235174447,8735.821692445481,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1559532
-5343.430381230161,-187500.02235174447,8667.514761390063,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.160096
-5372.174724599687,-187500.02235174447,8662.70913633217,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1639292
-5414.397169875761,-187500.02235174447,8650.303918159476,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1678236
-5386.926875940189,-187500.02235174447,8711.614753200383,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.171888
-5347.453695232117,-187500.02235174447,8732.781855199559,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1759067
-5394.347655099351,-187500.02235174447,8710.38540725534,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1808476
-5402.483690081083,-187500.02235174447,8741.342573325941,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.183828
-5355.67913719167,-187500.02235174447,8754.127771154377,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1878285
-5356.752020925524,-187500.02235174447,8698.896610605314,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.1919367
-5419.471015867116,-187500.02235174447,8648.783999536516,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.195828
-5446.583681891404,-187500.02235174447,8707.256163031598,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2000153
-5356.05911684741,-187500.02235174447,8731.507805765606,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.203877
-5312.696732604115,-187500.02235174447,8738.392143057841,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.207836
-5366.117401852299,-187500.02235174447,8708.44080548773,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2108586
-5395.375835344295,-187500.02235174447,8701.824689128958,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2159054
-5394.682931266181,-187500.02235174447,8675.136706249323,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.220036
-5335.786084626447,-187500.02235174447,8739.576785513973,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2239127
-5318.642296629227,-187500.02235174447,8740.068523891989,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2278929
-5402.774262759002,-187500.02235174447,8740.582614014462,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2330563
-5414.397169875761,-187500.02235174447,8731.820730187981,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.236126
-5363.546951239938,-187500.02235174447,8710.474814233163,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2390664
-5323.492625176028,-187500.02235174447,8715.928639880258,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2439613
-5393.520640554505,-187500.02235174447,8702.025854829057,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2479415
-5427.048257237466,-187500.02235174447,8667.090078245412,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2519915
-5335.048477059421,-187500.02235174447,8727.484491763651,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2561097
-5305.81239531188,-187500.02235174447,8733.273593577576,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2600384
-5423.695495569169,-187500.02235174447,8709.1560613103,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2640867
-5404.361236615328,-187500.02235174447,8714.654590446306,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2669876
-5345.0620585753995,-187500.02235174447,8713.045264845523,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2721007
-5347.744267910036,-187500.02235174447,8792.796289062058,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.276206
-5379.461393292117,-187500.02235174447,8736.067561634489,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2801583
-5406.507004083038,-187500.02235174447,8718.208517814699,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2841487
-5381.785974715469,-187500.02235174447,8721.047189360523,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.288124
-5366.117401852299,-187500.02235174447,8705.713892664182,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2922468
-5401.388454602773,-187500.02235174447,8647.197025680189,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2952728
-5409.144509928765,-187500.02235174447,8689.86650584537,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.2991655
-5376.06392813491,-187500.02235174447,8716.129805580355,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3042047
-5332.098046791321,-187500.02235174447,8748.45042806273,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.308221
-5324.9901920545335,-187500.02235174447,8761.906178224825,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3122702
-5380.646035748248,-187500.02235174447,8712.352360767409,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3162808
-5381.830678204379,-187500.02235174447,8736.358134312408,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.320165
-5333.43915145864,-187500.02235174447,8746.05879140601,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3232827
-5328.946450823123,-187500.02235174447,8704.015160085579,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.327228
-5383.954093927633,-187500.02235174447,8713.894631134825,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.332222
-5387.753890485035,-187500.02235174447,8710.497165977618,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.336362
-5383.1047276383315,-187500.02235174447,8689.374767467352,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.340198
-5418.532242599994,-187500.02235174447,8653.90254901678,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3433256
-5392.581867287382,-187500.02235174447,8707.367921753874,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3473573
-5352.661651690203,-187500.02235174447,8760.319204368498,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3513863
-5332.701543891614,-187500.02235174447,8739.532082025062,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3552325
-5331.695715391125,-187500.02235174447,8710.094834577421,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3591444
-5414.285411153485,-187500.02235174447,8685.798488354503,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.364241
-5447.701269114169,-187500.02235174447,8666.352470678386,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.368237
-5364.955111140623,-187500.02235174447,8721.896555649824,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3711455
-5314.037837271433,-187500.02235174447,8732.133654610356,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.375322
-5386.748061984546,-187500.02235174447,8670.688709102717,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.379226
-5459.458286697661,-187500.02235174447,8626.633420781305,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3832808
-5368.374928042284,-187500.02235174447,8697.287285004531,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3872244
-5310.238040714031,-187500.02235174447,8717.046227103023,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3923285
-5320.810415841391,-187500.02235174447,8734.413532544797,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3963354
-5381.562457270916,-187500.02235174447,8658.015269996557,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.3992515
-5403.064835436921,-187500.02235174447,8613.624705508317,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.4032488
-5310.685075603137,-187500.02235174447,8768.142314927854,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.4072568
-5385.742233484058,-187500.02235174447,8734.100608122422,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.4112625
-5425.371876403317,-187500.02235174447,8697.086119304433,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.415301
-5381.271884592997,-187500.02235174447,8643.508987845062,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.4202218
-5328.007677556,-187500.02235174447,8690.022968056557,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.4242494
-5340.926985851167,-187500.02235174447,8713.469947990174,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.4273305
-5360.618872716293,-187500.02235174447,8691.229962257143,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.4313133
-5402.26017263653,-187500.02235174447,8702.472889718163,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.435258
-5374.856933934323,-187500.02235174447,8697.622561171362,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.4393723
-5364.821000673891,-187500.02235174447,8684.233866242632,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.443446
-5410.597373318359,-187500.02235174447,8632.757798762059,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.4482553
-5454.049164539477,-187500.02235174447,8623.66063876875,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.451321
-5376.198038601642,-187500.02235174447,8700.505936206095,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1731452333.455334
