Fp1,C3,time_board
-5761.564464755591,4360.735936252587,1730988684.3928096
-5777.098927152029,4352.62225301531,1730988684.396881
-5748.198121571318,4367.396756100268,1730988684.4010549
-5729.512063206681,4382.238314418592,1730988684.4060092
-5732.171920796862,4374.281093392503,1730988684.4098084
-5727.053371316597,4356.779677483997,1730988684.4128444
-5722.739484636722,4363.14992465376,1730988684.416884
-5708.613182140968,4383.86999176383,1730988684.420799
-5747.3264035375605,4381.925389996218,1730988684.4248395
-5766.839476447043,4369.564875312433,1730988684.4288392
-5736.239938287728,4372.090622435882,1730988684.4329293
-5717.822100856555,4387.669788321232,1730988684.4379764
-5708.166147251863,4373.476430592112,1730988684.4409132
-5725.555804438091,4350.968223925617,1730988684.4450245
-5730.204967284795,4368.827267745408,1730988684.448902
-5710.691894375312,4397.281038437014,1730988684.452958
-5698.621952369446,4397.01281750355,1730988684.4569798
-5752.154380339906,4364.2675118765255,1730988684.4619985
-5747.192293070829,4353.2928053489695,1730988684.4658782
-5764.626653745968,4384.384081886302,1730988684.4690332
-5752.891987906932,4395.291733180491,1730988684.472927
-5734.60826094249,4375.331625381902,1730988684.4771533
-5727.790978883622,4363.373442098313,1730988684.480932
-5742.029040101653,4373.811706758941,1730988684.4851823
-5739.615051700479,4385.993407487084,1730988684.489027
-5737.983374355242,4373.252913147559,1730988684.4941952
-5720.928993335842,4359.372479840813,1730988684.4969418
-5710.848356586499,4376.426860860212,1730988684.5010517
-5737.446932488315,4398.353922170869,1730988684.504979
-5744.487731991736,4382.707701052153,1730988684.508983
-5729.869691117966,4362.077040919905,1730988684.5131135
-5690.642379598901,4373.208209658648,1730988684.517221
-5660.3334141175055,4394.82234654693,1730988684.521348
-5755.618900730479,4376.2480469045695,1730988684.524043
-5797.461366350814,4360.735936252587,1730988684.5290704
-5751.014441372686,4362.009985686539,1730988684.533118
-5727.612164927979,4384.138212697293,1730988684.5371482
-5739.235072044739,4378.393814372279,1730988684.5411513
-5728.550938195102,4358.903093207252,1730988684.5451396
-5719.945516579809,4358.3442995958685,1730988684.549099
-5735.703496420801,4385.233448175603,1730988684.552212
