time_board,marker
1730329894.6590145,2.0
1730329894.6641395,2.0
1730329894.6680238,2.0
1730329894.6719732,2.0
1730329894.6749835,2.0
1730329894.678938,2.0
1730329894.6831183,2.0
1730329894.6869547,2.0
1730329894.6920292,2.0
1730329894.696021,2.0
1730329894.7001133,2.0
1730329894.7030413,2.0
1730329894.7072012,2.0
1730329894.7110765,2.0
1730329894.7152069,2.0
1730329894.7190735,2.0
1730329894.7242384,2.0
1730329894.7281165,2.0
1730329894.7312586,2.0
1730329894.7352493,2.0
1730329894.7392876,2.0
1730329894.7432747,2.0
1730329894.747344,2.0
1730329894.7520769,2.0
1730329894.7562976,2.0
1730329894.759294,2.0
1730329894.7631955,2.0
1730329894.7672997,2.0
1730329894.7712028,2.0
1730329894.7752187,2.0
1730329894.7803688,2.0
1730329894.7833655,2.0
1730329894.7871468,2.0
1730329894.7912652,2.0
1730329894.795356,2.0
1730329894.7991705,2.0
1730329894.8033504,2.0
1730329894.808172,2.0
1730329894.8111582,2.0
1730329894.8153405,2.0
1730329894.819197,2.0
1730329894.8233917,2.0
1730329894.8272414,2.0
1730329894.8314142,2.0
1730329894.8362837,2.0
1730329894.839471,2.0
1730329894.842476,2.0
1730329894.847489,2.0
1730329894.8515189,2.0
1730329894.8555152,2.0
1730329894.8594697,2.0
1730329894.8644888,2.0
1730329894.8674908,2.0
1730329894.8715253,2.0
1730329894.875508,2.0
1730329894.8795395,2.0
1730329894.8834949,2.0
1730329894.8873816,2.0
1730329894.890313,2.0
1730329894.8943408,2.0
1730329894.8984706,2.0
1730329894.9035263,2.0
1730329894.9073627,2.0
1730329894.911471,2.0
1730329894.915545,2.0
1730329894.9185855,2.0
1730329894.9225056,2.0
1730329894.9265952,2.0
1730329894.9318402,2.0
1730329894.9354231,2.0
1730329894.939638,2.0
1730329894.9435327,2.0
1730329894.94666,2.0
1730329894.950669,2.0
1730329894.9545312,2.0
1730329894.958652,2.0
1730329894.9636998,2.0
1730329894.967823,2.0
1730329894.9715793,2.0
1730329894.9745634,2.0
1730329894.9785223,2.0
1730329894.982726,2.0
1730329894.986494,2.0
1730329894.991687,2.0
1730329894.9956477,2.0
1730329894.9997027,2.0
1730329895.0025327,2.0
1730329895.0066535,2.0
1730329895.0105348,2.0
1730329895.014725,2.0
1730329895.018525,2.0
1730329895.02378,2.0
1730329895.0267591,2.0
1730329895.0306733,2.0
1730329895.034638,2.0
1730329895.0387793,2.0
1730329895.0427735,2.0
1730329895.0477831,2.0
1730329895.051851,2.0
1730329895.0546868,2.0
1730329895.058777,2.0
1730329895.0626793,2.0
1730329895.06682,2.0
1730329895.0706687,2.0
1730329895.074958,2.0
1730329895.0798218,2.0
1730329895.0828304,2.0
1730329895.086674,2.0
1730329895.0908525,2.0
1730329895.0946827,2.0
1730329895.0989091,2.0
1730329895.102695,2.0
1730329895.1078043,2.0
1730329895.1106944,2.0
1730329895.1149645,2.0
1730329895.1186829,2.0
1730329895.1228902,2.0
1730329895.1267536,2.0
1730329895.130788,2.0
1730329895.135756,2.0
1730329895.1389632,2.0
1730329895.141874,2.0
1730329895.1469588,2.0
1730329895.1509385,2.0
1730329895.1568856,2.0
1730329895.16018,2.0
1730329895.1630044,2.0
1730329895.1670244,2.0
1730329895.1699088,2.0
1730329895.174843,2.0
1730329895.1789508,2.0
1730329895.1829908,2.0
1730329895.187038,2.0
1730329895.1909544,2.0
1730329895.1938732,2.0
1730329895.1979988,2.0
1730329895.2028725,2.0
1730329895.2071457,2.0
1730329895.210873,2.0
1730329895.21505,2.0
1730329895.2188845,2.0
1730329895.2218816,2.0
1730329895.22599,2.0
1730329895.2312183,2.0
1730329895.2351751,2.0
1730329895.2391136,2.0
1730329895.2431617,2.0
1730329895.246137,2.0
1730329895.2500894,2.0
1730329895.254093,2.0
1730329895.258098,2.0
1730329895.2630086,2.0
1730329895.2669327,2.0
1730329895.269986,2.0
1730329895.2741675,2.0
1730329895.2781427,2.0
1730329895.2821038,2.0
1730329895.285918,2.0
1730329895.2911563,2.0
1730329895.295136,2.0
1730329895.2981763,2.0
1730329895.3019977,2.0
1730329895.3062124,2.0
1730329895.3100293,2.0
1730329895.3141055,2.0
1730329895.319,2.0
1730329895.3232465,2.0
1730329895.326221,2.0
1730329895.3301368,2.0
1730329895.334246,2.0
1730329895.3382585,2.0
1730329895.3422475,2.0
1730329895.347337,2.0
1730329895.351328,2.0
1730329895.3543062,2.0
1730329895.3582811,2.0
1730329895.3622794,2.0
1730329895.3663013,2.0
1730329895.3702512,2.0
1730329895.3741872,2.0
1730329895.3791752,2.0
1730329895.3822749,2.0
1730329895.386136,2.0
1730329895.390296,2.0
1730329895.3941453,2.0
1730329895.3983226,2.0
1730329895.40212,2.0
1730329895.406243,2.0
1730329895.4093237,2.0
1730329895.414214,2.0
1730329895.4183767,2.0
1730329895.4223466,2.0
1730329895.4263875,2.0
1730329895.4303784,2.0
1730329895.43436,2.0
1730329895.4373782,2.0
1730329895.4424052,2.0
1730329895.446309,2.0
1730329895.4504263,2.0
1730329895.4542928,2.0
1730329895.4583857,2.0
1730329895.4624188,2.0
1730329895.4653804,2.0
1730329895.4704652,2.0
1730329895.474355,2.0
1730329895.4784527,2.0
1730329895.4826672,2.0
1730329895.4863143,2.0
1730329895.4904978,2.0
1730329895.493344,2.0
1730329895.4974852,2.0
1730329895.502374,2.0
1730329895.5064988,2.0
1730329895.5103328,2.0
1730329895.513482,2.0
1730329895.517532,2.0
1730329895.5215287,2.0
1730329895.5254383,2.0
1730329895.5305245,2.0
1730329895.53448,2.0
1730329895.5385015,2.0
1730329895.5415924,2.0
1730329895.5455616,2.0
1730329895.5496216,2.0
1730329895.5535755,2.0
1730329895.5585244,2.0
1730329895.5626445,2.0
1730329895.5666244,2.0
1730329895.5695035,2.0
1730329895.5736053,2.0
1730329895.5774636,2.0
1730329895.5820532,2.0
