time_board,marker
1730654134.6730442,2.0
1730654134.6773152,2.0
1730654134.6824484,2.0
1730654134.686345,2.0
1730654134.690254,2.0
1730654134.6931148,2.0
1730654134.6971416,2.0
1730654134.7012644,2.0
1730654134.7053063,2.0
1730654134.7113693,2.0
1730654134.7141404,2.0
1730654134.7184005,2.0
1730654134.721242,2.0
1730654134.7255957,2.0
1730654134.7297437,2.0
1730654134.7339213,2.0
1730654134.7383249,2.0
1730654134.742457,2.0
1730654134.746454,2.0
1730654134.7494197,2.0
1730654134.7534733,2.0
1730654134.7574344,2.0
1730654134.7614825,2.0
1730654134.7653065,2.0
1730654134.7704964,2.0
1730654134.7744312,2.0
1730654134.7775695,2.0
1730654134.7812471,2.0
1730654134.7855053,2.0
1730654134.789384,2.0
1730654134.793538,2.0
1730654134.798364,2.0
1730654134.8015137,2.0
1730654134.8052626,2.0
1730654134.8095193,2.0
1730654134.8135464,2.0
1730654134.817599,2.0
1730654134.8215945,2.0
1730654134.8266172,2.0
1730654134.8295832,2.0
1730654134.8335984,2.0
1730654134.8375711,2.0
1730654134.8416264,2.0
1730654134.845413,2.0
1730654134.8495555,2.0
1730654134.8545792,2.0
1730654134.8573864,2.0
1730654134.8605072,2.0
1730654134.8654544,2.0
1730654134.869458,2.0
1730654134.8735013,2.0
1730654134.8776848,2.0
1730654134.8814552,2.0
1730654134.8855276,2.0
1730654134.8886971,2.0
1730654134.8936672,2.0
1730654134.8975737,2.0
1730654134.9017272,2.0
1730654134.9054177,2.0
1730654134.9086516,2.0
1730654134.9126835,2.0
1730654134.916669,2.0
1730654134.9206502,2.0
1730654134.9258,2.0
1730654134.9297187,2.0
1730654134.9337351,2.0
1730654134.936698,2.0
1730654134.940725,2.0
1730654134.9447162,2.0
1730654134.949716,2.0
1730654134.9537616,2.0
1730654134.957768,2.0
1730654134.9618084,2.0
1730654134.964547,2.0
1730654134.9687784,2.0
1730654134.9725444,2.0
1730654134.9766147,2.0
1730654134.981592,2.0
1730654134.9857922,2.0
1730654134.9895675,2.0
1730654134.9926128,2.0
1730654134.996682,2.0
1730654135.0007057,2.0
1730654135.0047927,2.0
1730654135.0097115,2.0
1730654135.0136256,2.0
1730654135.0168183,2.0
1730654135.0207613,2.0
1730654135.0246797,2.0
1730654135.0286767,2.0
1730654135.0327532,2.0
1730654135.037806,2.0
1730654135.0417497,2.0
1730654135.0447528,2.0
1730654135.0487115,2.0
1730654135.052729,2.0
1730654135.0566912,2.0
1730654135.0607307,2.0
1730654135.0647478,2.0
1730654135.0698752,2.0
1730654135.0727117,2.0
1730654135.0768175,2.0
1730654135.0807364,2.0
1730654135.0849042,2.0
1730654135.088725,2.0
1730654135.093979,2.0
1730654135.0969694,2.0
1730654135.0998304,2.0
1730654135.1048496,2.0
1730654135.1089034,2.0
1730654135.11299,2.0
1730654135.116976,2.0
1730654135.1209617,2.0
1730654135.124982,2.0
1730654135.1279795,2.0
1730654135.1330063,2.0
1730654135.1368446,2.0
1730654135.1408925,2.0
1730654135.1449337,2.0
1730654135.1489167,2.0
1730654135.1528869,2.0
1730654135.1558485,2.0
1730654135.1608305,2.0
1730654135.1649573,2.0
1730654135.1688907,2.0
1730654135.1749556,2.0
1730654135.1780567,2.0
1730654135.1809154,2.0
1730654135.18408,2.0
1730654135.190158,2.0
1730654135.1928844,2.0
1730654135.1969385,2.0
1730654135.201049,2.0
1730654135.2039948,2.0
1730654135.208094,2.0
1730654135.2118976,2.0
1730654135.2160149,2.0
1730654135.2210047,2.0
1730654135.225013,2.0
1730654135.2290592,2.0
1730654135.2319715,2.0
1730654135.2358837,2.0
1730654135.2399328,2.0
1730654135.2440305,2.0
1730654135.248983,2.0
1730654135.2529898,2.0
1730654135.256997,2.0
1730654135.2600029,2.0
1730654135.2639697,2.0
1730654135.268008,2.0
1730654135.2719927,2.0
1730654135.2770848,2.0
1730654135.2810855,2.0
1730654135.285159,2.0
1730654135.2881155,2.0
1730654135.2921584,2.0
1730654135.2960253,2.0
1730654135.3001497,2.0
1730654135.3041613,2.0
1730654135.3092003,2.0
1730654135.3122268,2.0
1730654135.3162584,2.0
1730654135.3202584,2.0
1730654135.3243203,2.0
1730654135.3283005,2.0
1730654135.3323224,2.0
1730654135.3371737,2.0
1730654135.3401964,2.0
1730654135.344335,2.0
1730654135.3481584,2.0
1730654135.354174,2.0
1730654135.3572145,2.0
1730654135.3602023,2.0
1730654135.3652928,2.0
1730654135.3682983,2.0
1730654135.3722374,2.0
1730654135.3763323,2.0
1730654135.3802097,2.0
1730654135.3842075,2.0
1730654135.3883228,2.0
1730654135.3933375,2.0
1730654135.3963675,2.0
1730654135.399393,2.0
1730654135.404358,2.0
1730654135.40839,2.0
1730654135.4124548,2.0
1730654135.4163337,2.0
1730654135.4204242,2.0
1730654135.4232416,2.0
1730654135.4284084,2.0
1730654135.4322834,2.0
1730654135.436286,2.0
1730654135.44027,2.0
1730654135.4464068,2.0
1730654135.4493794,2.0
1730654135.4523077,2.0
1730654135.4563537,2.0
1730654135.4604192,2.0
1730654135.4642713,2.0
1730654135.468429,2.0
1730654135.4723475,2.0
1730654135.476454,2.0
1730654135.479426,2.0
1730654135.4836009,2.0
1730654135.4885724,2.0
1730654135.4926028,2.0
1730654135.49658,2.0
1730654135.4993954,2.0
1730654135.5044365,2.0
1730654135.508376,2.0
1730654135.5116873,2.0
1730654135.5155015,2.0
1730654135.520675,2.0
1730654135.5247242,2.0
1730654135.5276797,2.0
1730654135.5314507,2.0
1730654135.5357156,2.0
1730654135.539472,2.0
1730654135.543728,2.0
1730654135.5485485,2.0
1730654135.552683,2.0
1730654135.5556116,2.0
1730654135.5596278,2.0
1730654135.563457,2.0
1730654135.567522,2.0
1730654135.5715575,2.0
1730654135.5765269,2.0
1730654135.580732,2.0
1730654135.5836868,2.0
1730654135.5876913,2.0
1730654135.59152,2.0
1730654135.595723,2.0
1730654135.5996597,2.0
1730654135.6046636,2.0
1730654135.607679,2.0
1730654135.611688,2.0
1730654135.6158023,2.0
1730654135.6198134,2.0
1730654135.6236265,2.0
1730654135.6277535,2.0
1730654135.6315992,2.0
1730654135.6357684,2.0
1730654135.6385777,2.0
1730654135.6438096,2.0
1730654135.6476257,2.0
1730654135.6517963,2.0
1730654135.6556642,2.0
1730654135.6598363,2.0
1730654135.6636517,2.0
1730654135.666823,2.0
1730654135.6708248,2.0
1730654135.675747,2.0
1730654135.6798608,2.0
1730654135.6836622,2.0
1730654135.6886415,2.0
1730654135.6917784,2.0
1730654135.6947515,2.0
1730654135.6998067,2.0
1730654135.704056,2.0
1730654135.707825,2.0
1730654135.711718,2.0
1730654135.714688,2.0
1730654135.71884,2.0
1730654135.7227435,2.0
