Fp1,C3,time_board
370.45781260225925,-1372.777089211594,1730244874.8036497
403.6725048628455,-1306.9959052796253,1730244874.8074963
380.2925801625944,-1305.9900767791364,1730244874.8115697
353.7163560052343,-1373.090013633968,1730244874.816353
371.08366144700784,-1383.2377056166777,1730244874.8205447
392.6083913574686,-1320.3622484638988,1730244874.8244896
371.6871585473011,-1295.8200330519717,1730244874.827476
353.112858904941,-1364.7528129521386,1730244874.8315537
360.6453967863795,-1392.51367956563,1730244874.8354113
392.54133612410266,-1328.8559113569154,1730244874.8395104
397.659885604368,-1294.0542452400025,1730244874.8444488
358.70079501876774,-1350.0230133560913,1730244874.8486571
353.4481350717706,-1400.962638969736,1730244874.8516233
396.8105193150663,-1337.9307196057705,1730244874.855638
407.2040804867841,-1285.6723410692623,1730244874.8595817
387.26632443265015,-1331.9181003472925,1730244874.8657
361.8970944758767,-1389.4291388307977,1730244874.8685527
395.9388012813093,-1350.7606209231164,1730244874.871676
401.2808682061277,-1288.3321986594435,1730244874.8767116
374.0564434595637,-1317.7247426181725,1730244874.8796203
355.079812417008,-1391.5972580429625,1730244874.8835163
374.2576091596615,-1376.5321822800854,1730244874.887742
391.915487279354,-1308.001733780114,1730244874.8915265
371.3295306360162,-1317.8812048293598,1730244874.8976004
343.32279483351647,-1390.4573190757417,1730244874.901612
369.16141142385146,-1383.1035951499457,1730244874.905575
399.4480251607925,-1314.126111760868,1730244874.9085572
393.7036268357786,-1305.6548006123069,1730244874.912639
373.9893882261978,-1374.0064351566357,1730244874.9155211
382.5724580970357,-1386.6798742627948,1730244874.9197288
407.0699700200522,-1320.675172886273,1730244874.923666
389.7920715560999,-1295.7529778186058,1730244874.9276707
368.5579143235582,-1357.1085163484236,1730244874.932551
368.0885276899967,-1384.8246794730044,1730244874.93576
384.0253214866306,-1317.6576873848066,1730244874.939744
388.562725611058,-1283.3030561569997,1730244874.9446828
365.5851323110023,-1336.5449114495411,1730244874.9488096
360.8018589975666,-1386.836336473982,1730244874.9527624
392.58603961301327,-1338.4671614726976,1730244874.955788
401.3479234394936,-1292.5343266170414,1730244874.9598017
371.530696336114,-1323.066809542991,1730244874.962806
364.1322689214073,-1367.4126705423205,1730244874.9666655
395.53646988111376,-1339.2494725286333,1730244874.9718611
405.9300310528316,-1280.8890677558263,1730244874.975862
385.5228883651362,-1303.4643296556867,1730244874.979818
365.339263121994,-1377.314493336021,1730244874.9837592
377.6103708279575,-1362.517638506608,1730244874.9878075
409.39455144340417,-1301.743245332628,1730244874.990687
383.17595519732896,-1305.833614567949,1730244874.9948068
374.23525741520615,-1370.4078042993312,1730244874.9997275
386.819289543544,-1379.2367433591776,1730244875.00372
408.2993159650941,-1312.4050274378094,1730244875.0077205
407.0476182755969,-1289.360378904388,1730244875.0119126
383.9359145088094,-1343.965690608703,1730244875.0157044
381.7901470411,-1366.7197664642056,1730244875.0188196
406.108845008474,-1311.868585570882,1730244875.0228455
406.57823164203546,-1282.4089863787874,1730244875.0278556
383.7347488087116,-1340.0094318401136,1730244875.0318122
387.60160059947975,-1372.8217927005044,1730244875.0358706
407.4275979313371,-1319.3117164744997,1730244875.0399115
412.7920166006109,-1280.0844049554355,1730244875.042992
393.4130541578596,-1329.9734985796808,1730244875.0469863
390.2167547007507,-1385.1823073842893,1730244875.0540257
400.6550193613791,-1334.8685306153932,1730244875.056975
417.7764556141443,-1281.2690474115668,1730244875.0610168
391.4684523902479,-1317.680039129262,1730244875.0650065
380.1137662069519,-1380.1978683707555,1730244875.0690117
399.8280048165327,-1356.2367983146669,1730244875.0719988
412.0097055446751,-1281.0902334559244,1730244875.074804
390.7979000565887,-1303.956068033703,1730244875.0789804
373.4529463592704,-1376.4204235578088,1730244875.08285
379.3761586399268,-1370.5195630216078,1730244875.08799
407.89698456489856,-1304.9395447897368,1730244875.09191
396.4752431482367,-1308.1805477357564,1730244875.096059
361.4724113312258,-1371.3689293109096,1730244875.0989783
372.2683039031392,-1377.8285834584933,1730244875.103217
397.0563885040747,-1315.35545770591,1730244875.1069689
394.0612547470635,-1288.2204399371672,1730244875.1110325
372.402414369871,-1354.225141313689,1730244875.1159616
375.7775277826223,-1379.8178887150157,1730244875.1200864
411.3615049554712,-1315.646030383829,1730244875.123005
408.72399910974497,-1281.336102644933,1730244875.1270714
374.3470161374827,-1338.8471411284377,1730244875.1310687
371.3742341249268,-1376.6215892579066,1730244875.135125
406.5111764086696,-1328.2747660010775,1730244875.1390464
410.8474148329991,-1282.1184137008684,1730244875.1441212
386.6404755879016,-1325.9501845777256,1730244875.148134
370.9942544691866,-1386.1434323958674,1730244875.1511831
391.401397156882,-1343.2504347861332,1730244875.155154
412.5461474116025,-1280.486736355631,1730244875.1590905
399.2245077162394,-1308.1581959913012,1730244875.1630952
369.563742824047,-1375.6157607574178,1730244875.1670144
384.628818586924,-1357.7790686820829,1730244875.1711893
406.22060373075055,-1285.582934091441,1730244875.1762166
388.1603942108625,-1298.1893179642343,1730244875.179207
368.8708387459325,-1374.095842134457,1730244875.182979
391.401397156882,-1366.742118208661,1730244875.1870787
389.76971981164456,-1298.2340214531448,1730244875.1910453
384.31589416454966,-1290.2991521715107,1730244875.1952276
362.724109020723,-1360.1483535943453,1730244875.2012353
360.6453967863795,-1382.5224497941078,1730244875.2042296
395.0894349920076,-1316.0036582951138,1730244875.2080436
398.7327693382227,-1281.8948962563154,1730244875.2122312
362.0088531981532,-1357.063812859513,1730244875.2160926
369.7872602686001,-1396.7828627565937,1730244875.2203128
388.853298288977,-1364.573998996496,1730244875.2240665
404.56657464105785,-1294.9259632737594,1730244875.230254
391.0661209900524,-1309.4993006586196,1730244875.2333696
368.7814317681113,-1346.357327265421,1730244875.2371025
389.725016322734,-1326.8666061003933,1730244875.2411442
409.6627723768679,-1289.0251027375582,1730244875.2443292
389.41209190035966,-1331.9181003472925,1730244875.2473152
356.73384150670074,-1379.8178887150157,1730244875.2512553
364.8028212550666,-1261.7783262465389,1730244875.2552028
386.1934406987954,-1110.9264029176716,1730244875.259237
349.6036350254578,-1202.1215202953244,1730244875.2622716
365.562780566547,-1329.3029462460215,1730244875.26717
376.6492458163793,-1327.5595101785077,1730244875.2722394
370.3460538799827,-1299.2845534425442,1730244875.2752233
378.2585714171614,-1268.7297187721394,1730244875.2793334
364.8028212550666,-1348.7266121776834,1730244875.2822192
387.109862221463,-1379.2367433591776,1730244875.2863717
426.6053946739906,-1284.353588146399,1730244875.2904685
391.11082447896297,-1257.2409221221117,1730244875.2954073
349.2236553697176,-1354.158086080323,1730244875.2992651
376.045748716086,-1403.667200048828,1730244875.3033805
401.9514205397869,-1327.0677718004908,1730244875.3072224
399.29156294960535,-1266.3827856043322,1730244875.3104472
354.8339432279996,-1294.4118731512874,1730244875.3144736
338.09248663097463,-1344.323318519988,1730244875.3184512
382.10307146347424,-1335.7178969046947,1730244875.3224442
398.3974931713931,-1230.7094014536622,1730244875.3274608
307.694114171757,-1026.9956024879937,1730244875.331308
251.8818082668553,-1117.6095745098085,1730244875.3353877
370.83779225799947,-1248.5684452734524,1730244875.3383486
411.4062084443818,-1274.3176548859662,1730244875.3423405
367.97676896772015,-1403.3319238819986,1730244875.346318
380.4043388848709,-1440.1675987443446,1730244875.35246
382.2148301857508,-1295.9764952631588,1730244875.3554645
421.2856794936275,-1204.4461017186763,1730244875.3594198
447.14664782841777,-1311.421550681776,1730244875.3635993
370.9942544691866,-1441.7545726006715,1730244875.3694465
317.86415789892175,-1296.8929167858264,1730244875.3724651
365.69689103327886,-1177.5793048833973,1730244875.3753877
357.8961322183767,-1293.4283963952537,1730244875.3785424
354.3869083388935,-1410.1045024519567,1730244875.3845854
382.1254232079296,-1412.093807708479,1730244875.3875422
412.6802578783343,-1269.6684920392624,1730244875.3913872
362.5899985539912,-1132.7640572505063,1730244875.394585
228.1442556553192,-1130.305365360423,1730244875.398536
291.1985267637404,-1287.1475562033124,1730244875.4024858
410.1321590104293,-1361.288292561566,1730244875.4064677
428.8405691195213,-1283.5265736015529,1730244875.4103696
369.49668759068106,-1274.7646897750724,1730244875.415387
367.7532515231671,-1341.2611295296108,1730244875.4195871
422.1797492718398,-1339.5623969510077,1730244875.4225988
428.4382377193258,-1265.376957103843,1730244875.4265993
373.8105742705553,-1188.7104736221402,1730244875.4316833
333.95741390674283,-1257.419736077754,1730244875.435742
384.0029697421753,-1389.3620835974318,1730244875.4386714
431.4110197318816,-1321.6362978978514,1730244875.4436977
385.2770191761279,-1303.956068033703,1730244875.446845
324.9496608912541,-1283.0571869679914,1730244875.449541
307.9176316163101,-1212.8950611227824,1730244875.454709
387.1992691992842,-1233.4139625327543,1730244875.4597049
407.24878397569466,-1326.9783648226696,1730244875.463744
364.5122485771476,-1403.153109926356,1730244875.4665203
381.4772226187257,-1329.8840916018596,1730244875.4716609
383.53358310861387,-1232.519892754542,1730244875.4745593
369.273170146128,-1273.4012333632986,1730244875.4777296
334.4715040292149,-1300.8938790433265,1730244875.4825776
318.6911724437681,-1284.3759398908544,1730244875.4866693
363.1934956542845,-1273.289474641022,1730244875.4905646
374.3470161374827,-1215.0855320794026,1730244875.4947546
348.4189925693265,-1261.7336227576284,1730244875.4986734
349.6483385143684,-1286.5217073585638,1730244875.5037146
344.32862333400533,-1249.171942373746,1730244875.5076132
350.87768445941026,-1233.972756144137,1730244875.510594
356.4432688287817,-1282.9230765012594,1730244875.5147667
351.950568193265,-1295.6412190963292,1730244875.5186954
371.3295306360162,-1281.9619514896813,1730244875.5227635
393.86008904696575,-1233.6374799773073,1730244875.5267613
407.3158392090606,-1283.5042218570975,1730244875.531783
388.42861514432616,-1341.8199231409935,1730244875.5347767
361.4053560978599,-1327.783027623061,1730244875.5400393
381.83485053001056,-1287.661646325785,1730244875.5441215
365.5851323110023,-1287.4828323701422,1730244875.5468185
311.7174281737123,-1314.930774561259,1730244875.5508313
327.855387670444,-1301.2515069546112,1730244875.5548348
387.109862221463,-1258.8949512118045,1730244875.5576527
370.48016434671456,-1271.9036664847931,1730244875.5618813
346.31792859052763,-1293.517803373075,1730244875.5657952
326.11195160293005,-1250.8483232078938,1730244875.5708573
353.4704868162259,-1233.8833491663158,1730244875.5746713
361.60652179795767,-1269.333215872433,1730244875.578852
