Fp1,C3,time_board,time_marker,marker
"31759,41488259016","1480,1101660859783","1730328071,9283538","1730328071,4696314",2000
"31767,93089722764","1433,0597440075571","1730328071,9312725","1730328071,4696314",2000
"31729,46354502005","1431,9198050403363","1730328071,9354024","1730328071,4696314",2000
"31713,929082623614","1473,67286368285","1730328071,939266","1730328071,4696314",2000
"31755,77154824395","1487,0839103560345","1730328071,943308","1730328071,4696314",2000
"31768,221469905555","1442,5145319121518","1730328071,9473228","1730328071,4696314",2000
"31733,486859022007","1428,5670433720402","1730328071,9524062","1730328071,4696314",2000
"31709,57049245483","1467,7496514021936","1730328071,956359","1730328071,4696314",2000
"31747,94843768459","1489,7437679462157","1730328071,9593494","1730328071,4696314",2000
"31776,49161535401","1447,2978052255876","1730328071,9640305","1730328071,4696314",2000
"31740,237085847508","1414,418389131831","1730328071,9675517","1730328071,4696314",2000
"31720,41108851565","1459,7253751427384","1730328071,9713657","1730328071,4696314",2000
"31755,39156858821","1498,9973901507128","1730328071,9755118","1730328071,4696314",2000
"31777,8997752547","1455,1432675294004","1730328071,9794028","1730328071,4696314",2000
"31755,5480307994","1419,9839735012024","1730328071,9844449","1730328071,4696314",2000
"31726,75898394096","1456,126744285434","1730328071,9874957","1730328071,4696314",2000
"31743,63455100472","1492,96241914778","1730328071,9914954","1730328071,4696314",2000
"31772,468301352063","1460,8429623655036","1730328071,9955232","1730328071,4696314",2000
"31766,88036523824","1424,834302048004","1730328071,9995303","1730328071,4696314",2000
"31727,38483278571","1442,6486423788838","1730328072,0035205","1730328071,4696314",2000
"31744,66273124966","1492,0459976251122","1730328072,0074444","1730328071,4696314",2000
"31785,16409220268","1476,9809218622354","1730328072,0126014","1730328071,4696314",2000
"31778,279754910443","1424,990764259191","1730328072,0154624","1730328071,4696314",2000
"31740,66176899216","1436,1889882313","1730328072,019442","1730328071,4696314",2000
"31731,25168457648","1477,964398618269","1730328072,023641","1730328071,4696314",2000
"31776,96100198758","1478,187916062822","1730328072,0276735","1730328071,4696314",2000
"31786,61695559227","1429,1481887278785","1730328072,031441","1730328071,4696314",2000
"31747,121423139743","1419,7157525677387","1730328072,0355265","1730328071,4696314",2000
"31742,47226029304","1484,2675905546655","1730328072,03951","1730328071,4696314",2000
"31768,33322862783","1492,4930325142184","1730328072,042436","1730328071,4696314",2000
"31775,82106302036","1433,931462041314","1730328072,04752","1730328071,4696314",2000
"31742,31579808185","1414,6866100652946","1730328072,051636","1730328071,4696314",2000
"31726,043728118388","1467,3696717464534","1730328072,0555997","1730328071,4696314",2000
"31766,43333034913","1497,2092505942885","1730328072,0598795","1730328071,4696314",2000
"31797,614013864284","1455,6797093963278","1730328072,0646217","1730328071,4696314",2000
"31757,0455976779","1414,3960373873756","1730328072,0675995","1730328071,4696314",2000
"31725,484934507007","1451,991671561202","1730328072,0707247","1730328071,4696314",2000
"31761,35948435777","1498,1703756058664","1730328072,0757763","1730328071,4696314",2000
"31800,96677553258","1472,510572971174","1730328072,079762","1730328071,4696314",2000
"31765,494557082005","1423,515549125141","1730328072,0837717","1730328071,4696314",2000
"31725,12730659572","1445,3084999690652","1730328072,088005","1730328071,4696314",2000
"31748,55193478488","1493,6776749703497","1730328072,0918336","1730328071,4696314",2000
"31792,83074055085","1478,7467096742046","1730328072,095683","1730328071,4696314",2000
"31769,8531472508","1421,906223524359","1730328072,0986423","1730328071,4696314",2000
"31732,32456831033","1438,155941743367","1730328072,1040187","1730328071,4696314",2000
"31749,6471702632","1498,639762239428","1730328072,1078637","1730328071,4696314",2000
"31784,67235382466","1485,1393085884224","1730328072,111726","1730328071,4696314",2000
"31775,32932464234","1428,701153838772","1730328072,1157508","1730328071,4696314",2000
"31737,174896857134","1436,412505675853","1730328072,1197596","1730328071,4696314",2000
"31734,9397224116","1485,9439713888137","1730328072,1236887","1730328071,4696314",2000
"31782,43717937913","1488,1120906009785","1730328072,1267471","1730328071,4696314",2000
"31791,08730448333","1444,2132644907551","1730328072,1306486","1730328071,4696314",2000
"31745,0427109054","1430,37753467292","1730328072,1357536","1730328071,4696314",2000
"31720,74636468248","1468,7778316471376","1730328072,1396396","1730328071,4696314",2000
"31767,10388268279","1494,9070209153915","1730328072,1437335","1730328071,4696314",2000
"31790,12617947176","1448,415392448353","1730328072,146653","1730328071,4696314",2000
"31754,631609276727","1426,1083514819566","1730328072,1508803","1730328071,4696314",2000
"31739,18655385811","1481,7865469201265","1730328072,1553082","1730328071,4696314",2000
"31766,455682093583","1505,7252652317602","1730328072,1587229","1730328071,4696314",2000
"31789,47797888255","1458,3395669865092","1730328072,1636937","1730328071,4696314",2000
"31764,533432070428","1432,6797643518169","1730328072,167958","1730328071,4696314",2000
"31730,178800842623","1466,185029290322","1730328072,1717136","1730328071,4696314",2000
"31750,89886795269","1499,220907595266","1730328072,1749475","1730328071,4696314",2000
"31793,545996373417","1472,8011456490929","1730328072,178926","1730328071,4696314",2000
"31770,03196120644","1430,221072461733","1730328072,1828165","1730328071,4696314",2000
"31726,9377978966","1451,544636672096","1730328072,186843","1730328071,4696314",2000
"31751,27884760843","1509,8826897004474","1730328072,1919484","1730328071,4696314",2000
"31792,316650428376","1493,051826125601","1730328072,1959312","1730328071,4696314",2000
"31781,47605436755","1436,5913196314957","1730328072,1999333","1730328071,4696314",2000
"31738,96303641356","1446,023755791635","1730328072,2029033","1730328071,4696314",2000
"31733,26334157745","1497,4327680388417","1730328072,2069812","1730328071,4696314",2000
"31780,827853778348","1500,383198306942","1730328072,2109604","1730328071,4696314",2000
"31781,00666773399","1442,5592354010626","1730328072,2147849","1730328071,4696314",2000
"31744,66273124966","1445,6884796248055","1730328072,2199352","1730328071,4696314",2000
"31741,868763192742","1501,34432331852","1730328072,2239933","1730328071,4696314",2000
"31777,318629898866","1502,9760006637575","1730328072,2279806","1730328071,4696314",2000
"31781,74427530101","1448,1695232593445","1730328072,2307978","1730328071,4696314",2000
"31745,55680102788","1440,9052063113695","1730328072,234954","1730328071,4696314",2000
"31736,526696267927","1495,1975935933106","1730328072,238829","1730328071,4696314",2000
"31763,169975658653","1506,1499483764112","1730328072,2430065","1730328071,4696314",2000
"31782,66069682368","1462,4075844773752","1730328072,2468705","1730328071,4696314",2000
"31751,45766156408","1439,0053080326686","1730328072,2520242","1730328071,4696314",2000
"31725,12730659572","1481,3842155199309","1730328072,2549598","1730328071,4696314",2000
"31760,8453942353","1514,2412798692324","1730328072,259015","1730328071,4696314",2000
"31788,516853870973","1474,835154394526","1730328072,263018","1730328071,4696314",2000
"31754,877478465736","1436,3454504424872","1730328072,267027","1730328071,4696314",2000
"31717,32654778082","1469,6271979364394","1730328072,2710383","1730328071,4696314",2000
"31741,17585911463","1512,0061054237017","1730328072,2749376","1730328071,4696314",2000
"31783,219490435065","1498,9526866618023","1730328072,2800384","1730328071,4696314",2000
"31759,124309912244","1457,3113867415652","1730328072,2831004","1730328071,4696314",2000
"31717,773582669925","1465,089793812012","1730328072,287089","1730328071,4696314",2000
"31745,780318472425","1518,3316491045534","1730328072,2911153","1730328071,4696314",2000
"31788,472150382066","1509,3238960890646","1730328072,295122","1730328071,4696314",2000
"31749,513059796463","1447,163694758856","1730328072,2991369","1730328071,4696314",2000
"31707,402373242665","1445,9567005582692","1730328072,3031497","1730328071,4696314",2000
"31731,631664232216","1500,7408262182269","1730328072,3071656","1730328071,4696314",2000
"31783,33124915734","1501,992523907724","1730328072,3109596","1730328071,4696314",2000
"31788,62861259325","1461,9381978438137","1730328072,3150406","1730328071,4696314",2000
"31720,20992281556","1466,9673403462575","1730328072,3191357","1730328071,4696314",2000
"31693,968974825024","1502,9536489193022","1730328072,323126","1730328071,4696314",2000
"31756,75502499998","1513,4589688132965","1730328072,3271272","1730328071,4696314",2000
"31820,54690367543","1486,4804132557408","1730328072,3310916","1730328071,4696314",2000
"31747,50140279549","1439,5864533885067","1730328072,335192","1730328071,4696314",2000
"31739,07479513583","1491,2413348247212","1730328072,339046","1730328071,4696314",2000
"31786,81812129237","1542,2927191606427","1730328072,3421755","1730328071,4696314",2000
"31733,218638088543","1502,3278000745536","1730328072,346986","1730328071,4696314",2000
"31684,335372964782","1468,2413897802105","1730328072,351178","1730328071,4696314",2000
"31674,70177110455","1494,9070209153915","1730328072,3550856","1730328071,4696314",2000
"31687,665782888627","1489,6543609683945","1730328072,3592436","1730328071,4696314",2000
"31774,547013586405","1447,320156970043","1730328072,363001","1730328071,4696314",2000
"31693,81251261384","1448,996537804191","1730328072,3662531","1730328071,4696314",2000
"31684,96122180953","1501,053750640601","1730328072,3702643","1730328071,4696314",2000
"31771,37306587375","1497,5892302500283","1730328072,3743036","1730328071,4696314",2000
"31819,518723430483","1484,6475702104058","1730328072,3792708","1730328071,4696314",2000
"31816,18831350664","1474,5892852055176","1730328072,3832188","1730328071,4696314",2000
"31761,76181575797","1515,4929775587295","1730328072,3873072","1730328071,4696314",2000
"31718,354728025763","1544,9302250063688","1730328072,390246","1730328071,4696314",2000
"31746,13794638371","1509,6144687669837","1730328072,3942356","1730328071,4696314",2000
"31592,08972359773","1447,1189912699451","1730328072,39829","1730328071,4696314",2000
"31497,51949280733","1445,6214243914396","1730328072,403148","1730328071,4696314",2000
"31717,90769313665","1531,4074196109082","1730328072,4072986","1730328071,4696314",2000
"31795,401191163208","1514,1965763803216","1730328072,411166","1730328071,4696314",2000
"31615,760220975902","1424,4096189033532","1730328072,415146","1730328071,4696314",2000
"31755,972713944044","1423,3143834250432","1730328072,4182594","1730328071,4696314",2000
"31813,506104172007","1495,8234424380591","1730328072,4221373","1730328071,4696314",2000
"31757,403225589187","1525,73007651926","1730328072,4262912","1730328071,4696314",2000
"31778,23505142153","1469,8507153809924","1730328072,4301932","1730328071,4696314",2000
"31736,750213712483","1487,7768144341487","1730328072,435391","1730328071,4696314",2000
"31695,980631826","1582,4811556912848","1730328072,4391744","1730328071,4696314",2000
"31655,054587728333","1547,7465448077376","1730328072,4434009","1730328071,4696314",2000
"31713,683213434604","1412,89847050887","1730328072,446414","1730328071,4696314",2000
"31704,697812163573","1378,6779497477949","1730328072,4504163","1730328071,4696314",2000
"31703,200245285065","1456,3726134744422","1730328072,4543388","1730328071,4696314",2000
"31730,491725265","1543,8126377836036","1730328072,4583232","1730328071,4696314",2000
"31780,537281100427","1500,9643436627798","1730328072,4640656","1730328071,4696314",2000
"31720,36638502674","1454,5621221735623","1730328072,4672682","1730328071,4696314",2000
"31709,726954666014","1505,8146722095814","1730328072,471394","1730328071,4696314",2000
"31821,262159498","1471,214171792766","1730328072,4744492","1730328071,4696314",2000
"31825,01725256649","1480,8701253974589","1730328072,4782937","1730328071,4696314",2000
"31717,12538208072","1485,4298812663417","1730328072,48248","1730328071,4696314",2000
"31614,84379945324","1445,2414447356994","1730328072,486352","1730328071,4696314",2000
"31664,21880295501","1445,062630780057","1730328072,4914808","1730328071,4696314",2000
"31751,23414411952","1448,5942064039957","1730328072,4955084","1730328071,4696314",2000
"31648,08084345828","1437,641851620895","1730328072,4983928","1730328071,4696314",2000
"31586,8594153952","1504,25005009771","1730328072,5025363","1730328071,4696314",2000
"31708,51996046543","1564,890332804958","1730328072,5064356","1730328071,4696314",2000
"31801,16794123268","1611,8289961611029","1730328072,510523","1730328071,4696314",2000
"31677,585146139285","1369,6254932433956","1730328072,514396","1730328071,4696314",2000
"31627,53959030385","1287,661646325785","1730328072,519331","1730328071,4696314",2000
"31701,859140617747","1401,387322114387","1730328072,5234494","1730328071,4696314",2000
"31656,149823206644","1455,2326745072216","1730328072,5263789","1730328071,4696314",2000
"31527,02379548833","1426,4883311376968","1730328072,5303392","1730328071,4696314",2000
"31659,54728836385","1462,2287705217327","1730328072,5345435","1730328071,4696314",2000
"31844,038587097955","1507,2675355991764","1730328072,538316","1730328071,4696314",2000
"31700,98742258399","1463,413412977864","1730328072,5429306","1730328071,4696314",2000
"31557,332760969733","1394,3241708665098","1730328072,546419","1730328071,4696314",2000
"31629,55124730483","1351,8111529125158","1730328072,5518703","1730328071,4696314",2000
"31690,21388175653","1389,4291388307977","1730328072,554608","1730328071,4696314",2000
"31594,66017421009","1478,254971296188","1730328072,5587902","1730328071,4696314",2000
"31680,401465940653","1474,2093055497774","1730328072,5627809","1730328071,4696314",2000
"31754,184574387626","1436,2336917202106","1730328072,566634","1730328071,4696314",2000
"31632,814601995306","1438,6476801213837","1730328072,5706885","1730328071,4696314",2000
"31646,046834712844","1479,2607997966768","1730328072,5746553","1730328071,4696314",2000
"31730,447021776086","1410,8868135078924","1730328072,5788324","1730328071,4696314",2000
"31667,1245297342","1339,4729899731865","1730328072,5816443","1730328071,4696314",2000
"31665,55990762233","1424,5660811145403","1730328072,5866497","1730328071,4696314",2000
"31700,249815016967","1407,80227277306","1730328072,5907729","1730328071,4696314",2000
"31782,347772401303","1388,1997928857556","1730328072,594715","1730328071,4696314",2000
"31786,03581023644","1408,8304530180042","1730328072,6007538","1730328071,4696314",2000
"31585,563014216783","1434,9149387973475","1730328072,6037495","1730328071,4696314",2000
"31469,46805351592","1516,6105647814948","1730328072,606856","1730328071,4696314",2000
"31532,45526939097","1471,281227026132","1730328072,6107547","1730328071,4696314",2000
"31551,32014171125","1373,894676434359","1730328072,6144593","1730328071,4696314",2000
"31592,223834064465","1315,2213472391782","1730328072,6187837","1730328071,4696314",2000
"31601,54451150233","1376,8898101913703","1730328072,6226184","1730328071,4696314",2000
"31709,145809310176","1393,7877289995824","1730328072,6265612","1730328071,4696314",2000
"31757,291466866907","1411,9820489862025","1730328072,63055","1730328071,4696314",2000
"31570,877918109647","1413,7254850537165","1730328072,6351109","1730328071,4696314",2000
"31634,803907251822","1496,158718604889","1730328072,637678","1730328071,4696314",2000
"31683,21778574202","1493,990599392724","1730328072,6419144","1730328071,4696314",2000
"31493,451475316466","1383,8635544614262","1730328072,6465375","1730328071,4696314",2000
"31501,87808297612","1322,820940353983","1730328072,650919","1730328071,4696314",2000
"31608,719421472484","1325,3019839885217","1730328072,6547775","1730328071,4696314",2000
"31806,57706339086","1412,2279181752108","1730328072,658816","1730328071,4696314",2000
"31804,766572089982","1403,3989791153645","1730328072,6625314","1730328071,4696314",2000
"31649,55605859233","1344,5915394534516","1730328072,6656868","1730328071,4696314",2000
"31477,693495475472","1361,1988855837449","1730328072,6696813","1730328071,4696314",2000
"31495,99957418437","1423,783770058605","1730328072,6747165","1730328071,4696314",2000
"31477,380571053098","1439,1394184994006","1730328072,6792505","1730328071,4696314",2000
"31539,0937374942","1384,958789939736","1730328072,6826873","1730328071,4696314",2000
"31611,04400289584","1409,8139297740377","1730328072,6860883","1730328071,4696314",2000
"31844,10564233132","1439,184121988311","1730328072,6895983","1730328071,4696314",2000
"31809,907473314703","1451,3881744609089","1730328072,6942177","1730328071,4696314",2000
"31670,58905012477","1475,349244516998","1730328072,6976233","1730328071,4696314",2000
"31553,22003998996","1309,7004663587174","1730328072,702973","1730328071,4696314",2000
"31451,720768418407","1330,7558096356163","1730328072,7067337","1730328071,4696314",2000
"31582,50082522641","1455,3891367184087","1730328072,711002","1730328071,4696314",2000
"31426,03861403926","1387,8421649744707","1730328072,713611","1730328071,4696314",2000
"31521,704080307973","1395,1288336669008","1730328072,7177682","1730328071,4696314",2000
"31713,16912331213","1463,771040889149","1730328072,721645","1730328071,4696314",2000
"31785,83464453633","1487,1509655894","1730328072,7258658","1730328071,4696314",2000
"31676,98164903899","1442,0451452785906","1730328072,7296154","1730328071,4696314",2000
"31513,746859281884","1325,7713706220832","1730328072,7348683","1730328071,4696314",2000
"31539,31725493876","1424,6107846034508","1730328072,7386377","1730328071,4696314",2000
"31769,428464106142","1546,5395506071509","1730328072,74191","1730328071,4696314",2000
"31662,296552931854","1408,6292873179063","1730328072,7458797","1730328071,4696314",2000
"31564,932354084536","1347,6313766993735","1730328072,7499352","1730328071,4696314",2000
"31345,795851444705","1390,6584847758395","1730328072,7538931","1730328071,4696314",2000
"31212,55710274662","1412,9431739977806","1730328072,7578652","1730328071,4696314",2000
"31753,53637379842","1406,3270576390098","1730328072,7628822","1730328071,4696314",2000
"31911,74202105308","1362,0929553619571","1730328072,7669833","1730328071,4696314",2000
"31691,622041657218","1413,2337466756996","1730328072,7698407","1730328071,4696314",2000
"31564,95470582899","1419,1793107008114","1730328072,7739315","1730328071,4696314",2000
"31629,73006126047","1469,1131078139674","1730328072,7777011","1730328071,4696314",2000
"31633,552209562327","1400,381493613898","1730328072,7818468","1730328071,4696314",2000
"31560,30554298229","1406,125891938912","1730328072,78611","1730328071,4696314",2000
"31559,63499064863","1473,315235771565","1730328072,7913437","1730328071,4696314",2000
"31605,210197593","1441,5534069005737","1730328072,7949464","1730328071,4696314",2000
"31678,479215917498","1407,221127417222","1730328072,7976964","1730328071,4696314",2000
"31594,079028854256","1408,249307662166","1730328072,8019185","1730328071,4696314",2000
"31545,95572304198","1451,7458023721938","1730328072,805766","1730328071,4696314",2000
"31537,372653171144","1378,745004981161","1730328072,8100307","1730328071,4696314",2000
"31481,67210598852","1367,323263564499","1730328072,8138213","1730328071,4696314",2000
"31631,719366516994","1428,0753049940236","1730328072,8189492","1730328071,4696314",2000
"31735,00677764497","1455,7244128852385","1730328072,8218307","1730328071,4696314",2000
"31613,88267444166","1408,4951768511746","1730328072,8260298","1730328071,4696314",2000
"31658,94379126356","1382,5000980496525","1730328072,8301752","1730328071,4696314",2000
"31658,11677671871","1456,57377917454","1730328072,8340852","1730328071,4696314",2000
"31564,10533953969","1502,864241941481","1730328072,8379457","1730328071,4696314",2000
"31581,42794149255","1404,51656633813","1730328072,842178","1730328071,4696314",2000
"31631,07116592779","1385,4952318066637","1730328072,846871","1730328071,4696314",2000
"31394,366192146088","1391,8654789764262","1730328072,8501408","1730328071,4696314",2000
"31440,097861301645","1375,6381125018731","1730328072,853157","1730328071,4696314",2000
"31697,500550448964","1447,9236540703362","1730328072,8579564","1730328071,4696314",2000
"31819,47401994157","1440,7934475890931","1730328072,8621545","1730328071,4696314",2000
"31762,611182047272","1401,61083955894","1730328072,865995","1730328071,4696314",2000
"31658,58616335228","1428,768209072138","1730328072,870238","1730328071,4696314",2000
"31607,73594471645","1501,5231372741623","1730328072,8754444","1730328071,4696314",2000
"31583,28313628234","1486,1451370889113","1730328072,8779483","1730328071,4696314",2000
"31612,809790707804","1380,6449032598618","1730328072,880849","1730328071,4696314",2000
"31572,95663034399","1372,1512403668453","1730328072,885981","1730328071,4696314",2000
"31548,05678702077","1454,7185843847496","1730328072,8900585","1730328071,4696314",2000
"31677,495739161463","1437,418334176342","1730328072,8944948","1730328071,4696314",2000
"31658,74262556346","1356,84029541496","1730328072,8980465","1730328071,4696314",2000
"31443,0706433142","1403,5554413265518","1730328072,902274","1730328071,4696314",2000
"31425,569227405696","1466,1626775458667","1730328072,9059165","1730328071,4696314",2000
"31604,226720836967","1448,3706889594423","1730328072,909227","1730328071,4696314",2000
"31742,98635041551","1408,9198599958254","1730328072,914009","1730328071,4696314",2000
"31727,474239763527","1374,833449701482","1730328072,9180436","1730328071,4696314",2000
