Fp1,Fp2,C3,C4,P7,P8,O1,O2,time_board,time_marker,marker
3257.163257260711,-187500.02235174447,24713.899161088368,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730409702.4284067,1730409702.427424,3000
3197.9534861986026,-187500.02235174447,24667.228718665687,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730409702.4316869,1730409702.427424,3000
3238.4771988960742,-187500.02235174447,24720.42587046932,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730409702.4356277,1730409702.427424,3000
3317.423560312219,-187500.02235174447,24794.879531249942,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730409702.4407516,1730409702.427424,3000
3298.134004847289,-187500.02235174447,24769.71146699327,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730409702.4433975,1730409702.427424,3000
3221.6910388101387,-187500.02235174447,24694.095515500965,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730409702.447652,1730409702.427424,3000
3208.838785748337,-187500.02235174447,24702.27625397161,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730409702.451555,1730409702.427424,3000
3311.522699776018,-187500.02235174447,24798.38875512943,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730409702.456421,1730409702.427424,3000
3319.524624291018,-187500.02235174447,24787.078772435045,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730409702.4596496,1730409702.427424,3000
3231.25758543701,-187500.02235174447,24696.30833820204,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730409702.4634764,1730409702.427424,3000
3219.7911405314376,-187500.02235174447,24705.159629006343,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730409702.4674451,1730409702.427424,3000
3289.1709553207106,-187500.02235174447,24782.36255435497,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730409702.4715848,1730409702.427424,3000
3305.3089148174427,-187500.02235174447,24779.38977234242,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730409702.4755836,1730409702.427424,3000
