Fp1,Fp2,C3,C4,P7,P8,O1,O2,time_board,time_marker,marker
1150.84661851485,-187500.02235174447,560.2241230278162,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730244252.68195,1730244252.6809378,6000
1153.5958830828529,-187500.02235174447,544.2873292311823,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730244252.6870496,1730244252.6809378,6000
1174.0477292594587,-187500.02235174447,593.8634984330533,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730244252.690935,1730244252.6809378,6000
1171.5443338804644,-187500.02235174447,617.3104783666705,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730244252.6940248,1730244252.6809378,6000
1151.383060381777,-187500.02235174447,569.0977655765731,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730244252.6979637,1730244252.6809378,6000
1151.293653403956,-187500.02235174447,540.9122158184309,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730244252.7020202,1730244252.6809378,6000
1169.264455946023,-187500.02235174447,582.3523500385702,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730244252.7060826,1730244252.6809378,6000
1177.1099182498358,-187500.02235174447,619.6350597900224,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730244252.7099495,1730244252.6809378,6000
1152.455944115632,-187500.02235174447,574.1716115679278,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730244252.7150152,1730244252.6809378,6000
1145.169275423202,-187500.02235174447,536.6877361163779,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730244252.7190137,1730244252.6809378,6000
1172.5948658698635,-187500.02235174447,577.9043528919641,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730244252.7220137,1730244252.6809378,6000
1176.2605519605345,-187500.02235174447,617.6457545335,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,-187500.02235174447,1730244252.725978,1730244252.6809378,6000
